,Quarter,Banks,1. Gross Advances_Domestic Operation,1. Gross Advances_Global Operation,1. Gross Advances_Overseas Operation,8. Gross NPAs NPAs at the end of the Period  (a+b+c) _Domestic Operation,8. Gross NPAs NPAs at the end of the Period  (a+b+c) _Global Operation,8. Gross NPAs NPAs at the end of the Period  (a+b+c) _Overseas Operation,a. Sub-standard advances_Domestic Operation,a. Sub-standard advances_Global Operation,a. Sub-standard advances_Overseas Operation,b.  Doubtful advances_Domestic Operation,b.  Doubtful advances_Global Operation,b.  Doubtful advances_Overseas Operation,c.  Loss advances_Domestic Operation,c.  Loss advances_Global Operation,c.  Loss advances_Overseas Operation,9. Gross NPAs to Gross Advances (%)_Domestic Operation,9. Gross NPAs to Gross Advances (%)_Global Operation,9. Gross NPAs to Gross Advances (%)_Overseas Operation,12. Provisions for NPAs at end of the FY_Domestic Operation,12. Provisions for NPAs at end of the FY_Global Operation,12. Provisions for NPAs at end of the FY_Overseas Operation,13. Provision Coverage Ratio (Write-Off Adj) (%)_Domestic Operation,13. Provision Coverage Ratio (Write-Off Adj) (%)_Global Operation,13. Provision Coverage Ratio (Write-Off Adj) (%)_Overseas Operation,14. Net Advances_Domestic Operation,14. Net Advances_Global Operation,14. Net Advances_Overseas Operation,15. Net NPAs_Domestic Operation,15. Net NPAs_Global Operation,15. Net NPAs_Overseas Operation,16. Net NPAs to Net Advances (%)_Domestic Operation,16. Net NPAs to Net Advances (%)_Global Operation,16. Net NPAs to Net Advances (%)_Overseas Operation,17. Restructured Standard Advances_Domestic Operation,17. Restructured Standard Advances_Global Operation,17. Restructured Standard Advances_Overseas Operation,18. Restructured Std Adv to Gross Advances (%)_Domestic Operation,18. Restructured Std Adv to Gross Advances (%)_Global Operation,18. Restructured Std Adv to Gross Advances (%)_Overseas Operation,19. Stressed Advances (GNPAs+RestStdAdv)_Domestic Operation,19. Stressed Advances (GNPAs+RestStdAdv)_Global Operation,19. Stressed Advances (GNPAs+RestStdAdv)_Overseas Operation,20. Stressed Advances (GNPAs+RestStdAdv) to Gross Advances (%)_Domestic Operation,20. Stressed Advances (GNPAs+RestStdAdv) to Gross Advances (%)_Global Operation,20. Stressed Advances (GNPAs+RestStdAdv) to Gross Advances (%)_Overseas Operation,21. Loans sold to ARCs (April to date)_Domestic Operation,21. Loans sold to ARCs (April to date)_Global Operation,21. Loans sold to ARCs (April to date)_Overseas Operation,22. Loss or gain on loan sales (April to date)_Domestic Operation,22. Loss or gain on loan sales (April to date)_Global Operation,22. Loss or gain on loan sales (April to date)_Overseas Operation,Foreign_Dummy,Private_Dummy,Public_Dummy,Small_Finance_Dummy
1756,2017Q1,LAKSHMI VILAS BANK LTD,239584564000,239584564000,0,6401943000,6401943000,0,3461609000,3461609000,0,1942199000,1942199000,0,998135000,998135000,0,2.672102,2.672102,,1704254000,1704254000,0,59.507632,59.507632,,237289113000,237289113000,0,4184159000,4184159000,0,1.763317,1.763317,,4962500000,4962500000,0,2.071294,2.071294,,11364443000,11364443000,0,4.743395,4.743395,,,,,,,,0,1,0,0
1757,2017Q1,NAINITAL BANK LTD,32800071000,32800071000,0,1642684000,1642684000,0,760866000,760866000,0,671353000,671353000,0,210465000,210465000,0,5.008172,5.008172,,1180000000,1180000000,0,76.70467,76.70467,,31552497000,31552497000,0,395110000,395110000,0,1.252231,1.252231,,182939000,182939000,0,0.55774,0.55774,,1825623000,1825623000,0,5.565912,5.565912,,,,,,,,0,1,0,0
1758,2017Q1,RBL BANK LIMITED,296193995000,296193995000,0,3568355000,3568355000,0,1485493000,1485493000,0,1898392000,1898392000,0,184470000,184470000,0,1.204736,1.204736,,1668990000,1668990000,0,59.584402,59.584402,,294490381000,294490381000,0,1899365000,1899365000,0,0.644967,0.644967,,192424000,192424000,0,0.064966,0.064966,,3760779000,3760779000,0,1.269701,1.269701,,,,,,,,0,1,0,0
1759,2017Q1,SOUTH INDIAN BANK LTD,468456861000,468456861000,0,11490060000,11490060000,0,5310760000,5310760000,0,6035304000,6035304000,0,143996000,143996000,0,2.452747,2.452747,,4744440000,4744440000,0,55.071711,55.071711,,463660199000,463660199000,0,6745620000,6745620000,0,1.454863,1.454863,,3086500000,3086500000,0,0.658865,0.658865,,14576560000,14576560000,0,3.111612,3.111612,,19068930000,,,-1031060000,,,0,1,0,0
1760,2017Q1,TAMILNAD MERCANTILE BANK LTD,222624909356.42,222624909356.42,0,6486372740.32,6486372740.32,0,4241152804.15,4241152804.15,0,2183036702.67,2183036702.67,0,62183233.5,62183233.5,0,2.913588,2.913588,,3005193008.21,3005193008.21,0,66.238809,66.238809,,219723196882.06,219723196882.06,0,3849973177,3849973177,0,1.752192,1.752192,,10199377063.38,10199377063.38,0,4.581418,4.581418,,16685749803.7,16685749803.7,0,7.495006,7.495006,,0,,,0,,,0,1,0,0
1761,2017Q1,THE DHANALAKSHMI BANK LTD,65958094000,65958094000,0,3156026000,3156026000,0,727165000,727165000,0,2304079000,2304079000,0,124782000,124782000,0,4.784896,4.784896,,1447921000,1447921000,0,79.99114,79.99114,,64463496000,64463496000,0,1664766000,1664766000,0,2.582494,2.582494,,193223000,193223000,0,0.292948,0.292948,,3349249000,3349249000,0,5.077844,5.077844,,,,,,,,0,1,0,0
1762,2017Q1,YES BANK LTD.,1271749642000,1332089646000,60340004000,20185567000,20185567000,0,2731885000,2731885000,0,17453682000,17453682000,0,0,0,0,1.587228,1.515331,0,9462896000,9462896000,0,60.512985,60.512985,,1262286746000,1322626770000,60340004000,10722671000,10722671000,0,0.849464,0.81071,0,4816322000,4816322000,0,0.378716,0.361561,0,25001889000,25001889000,0,1.965944,1.876892,0,9823508000,,,-460815000,,,0,1,0,0
1763,2017Q1,ALLAHABAD BANK,1465082284000,1581033725000,115951441000,205202502000,206878325000,1675823000,57391528000,58083869000,692341000,141645155000,142628637000,983482000,6165819000,6165819000,0,14.00621,13.085004,1.44528,70824490000,71768329000,943839000,54.680214,55.016752,79.748444,1392519391000,1507526993000,115007602000,120379112000,121111096000,731984000,8.644699,8.03376,0.636466,46556100000,46556100000,0,3.177712,2.944662,0,251758602000,253434425000,1675823000,17.183922,16.029666,1.44528,747600000,,,513900000,,,0,0,1,0
1764,2017Q1,ANDHRA BANK,1442319704000,1442319704000,0,176699750000,176699750000,0,66111624000,66111624000,0,109997829000,109997829000,0,590297000,590297000,0,12.251081,12.251081,,73151673000,73151673000,0,51.032609,51.032609,,1368463304000,1368463304000,0,103548077000,103548077000,0,7.566741,7.566741,,76090600000,76090600000,0,5.275571,5.275571,,252790350000,252790350000,0,17.526652,17.526652,,12335683000,,,5165009000,,,0,0,1,0
1765,2017Q1,BANK OF BARODA,2977552196000,4085109217000,1107557021000,349345142000,427187068000,77841926000,74453443000,88041853000,13588410000,244879052000,291983017000,47103965000,30012647000,47162198000,17149551000,11.732629,10.457176,7.028254,187354433000,237478005000,50123572000,66.215972,67.191199,71.65347,2775237361000,3832592231000,1057354870000,151126715000,178839452000,27712737000,5.445542,4.666279,2.620949,93647900000,111692159000,18044259000,3.14513,2.734129,1.629195,442993042000,538879227000,95886185000,14.877759,13.191305,8.657449,0,,0,0,,0,0,0,1,0
1766,2017Q1,BANK OF INDIA,2857251364000,3937880542000,1080629178000,427242900000,520445412000,93202512000,82030000000,108585767000,26555767000,331969200000,388777201000,56808001000,13243700000,23082444000,9838744000,14.952934,13.216384,8.624838,205894800000,246817555000,40922755000,64.075238,61.474865,46.635521,2625124764000,3664816492000,1039691728000,200785400000,253050462000,52265062000,7.648604,6.90486,5.026977,56570673000,59163573000,2592900000,1.979898,1.502422,0.239944,483813573000,579608985000,95795412000,16.932832,14.718806,8.864781,0,,0,0,,0,0,0,1,0
1767,2017Q1,BANK OF MAHARASHTRA,1015367600000,1015367600000,0,171887100000,171887100000,0,52842200000,52842200000,0,117261100000,117261100000,0,1783800000,1783800000,0,16.928559,16.928559,,56358700000,56358700000,0,44.565613,44.565613,,955152300000,955152300000,0,112295600000,112295600000,0,11.756827,11.756827,,23951000000,23951000000,0,2.35885,2.35885,,195838100000,195838100000,0,19.287409,19.287409,,3651500000,,,819300000,,,0,0,1,0
1768,2017Q1,BHARATIYA MAHILA BANK LTD.,5763222000,5763222000,0,549974000,549974000,0,537454000,537454000,0,8226000,8226000,0,4294000,4294000,0,9.542822,9.542822,,88356000,88356000,0,0,0,,5763222000,5763222000,0,549974000,549974000,0,9.542822,9.542822,,0,0,0,0,0,,549974000,549974000,0,9.542822,9.542822,,,,,,,,0,0,1,0
1769,2017Q1,CANARA BANK,3278127219000,3553056626000,274929407000,318006700000,342020400000,24013700000,76824700000,80162300000,3337600000,241182000000,261858100000,20676100000,0,0,0,9.700865,9.626089,8.734497,119848000000,124189300000,4341300000,57.147457,55.435939,25.777692,3149586869000,3420087610000,270500741000,196817400000,216489800000,19672400000,6.248991,6.329949,7.272586,102042100000,103789500000,1747400000,3.112817,2.921133,0.635581,420048800000,445809900000,25761100000,12.813682,12.547222,9.370078,,,,,,,0,0,1,0
1770,2017Q1,CENTRAL BANK OF INDIA,1530081400000,1530081400000,0,272513300000,272513300000,0,60333000000,60333000000,0,205356500000,205356500000,0,6823800000,6823800000,0,17.810379,17.810379,,118625500000,118625500000,0,60.469583,60.469583,,1393987700000,1393987700000,0,142178300000,142178300000,0,10.199394,10.199394,,75428600000,75428600000,0,4.929712,4.929712,,347941900000,347941900000,0,22.740091,22.740091,,0,,,0,,,0,0,1,0
1771,2017Q1,CORPORATION BANK,1457098378000,1457098378000,0,170452223000,170452223000,0,50945992000,50945992000,0,118394516000,118394516000,0,1111715000,1111715000,0,11.698059,11.698059,,51883429000,51883429000,0,54.042949,54.042949,,1403567937000,1403567937000,0,116921782000,116921782000,0,8.330326,8.330326,,59437005000,59437005000,0,4.079135,4.079135,,229889228000,229889228000,0,15.777193,15.777193,,,,,,,,0,0,1,0
1772,2017Q1,DENA BANK,775378448000,775378448000,0,126187294000,126187294000,0,43810110000,43810110000,0,76756033000,76756033000,0,5621151000,5621151000,0,16.274284,16.274284,,48776724000,48776724000,0,50.560571,50.560571,,725746162000,725746162000,0,77351200000,77351200000,0,10.658162,10.658162,,34616300000,34616300000,0,4.464439,4.464439,,160803594000,160803594000,0,20.738724,20.738724,,5255000000,,,765000000,,,0,0,1,0
1773,2017Q1,IDBI BANK LIMITED,1853998891000,2106097058000,252098167000,382226404000,447525937000,65299533000,76698558000,89788490000,13089932000,300948598000,346359359000,45410761000,4579248000,11378088000,6798840000,20.616323,21.249065,25.902423,167854833000,194845861000,26991028000,56.558953,54.779761,41.334182,1683154727000,1908259270000,225104543000,214371571000,252680076000,38308505000,12.736296,13.241391,17.018095,88710103000,123435284000,34725181000,4.784798,5.860854,13.774468,470936507000,570961221000,100024714000,25.401121,27.10992,39.676891,4829000000,,0,-2102500000,,0,0,1,1,0
1774,2017Q1,INDIAN BANK,1264889762000,1321447004000,56557242000,95880484000,98651388000,2770904000,15876733000,17976230000,2099497000,75942943000,76614350000,671407000,4060808000,4060808000,0,7.580145,7.465406,4.899291,69135963000,69804150000,668187000,54.131738,54.663453,65.736071,1221103765000,1276992820000,55889055000,58617561000,60720278000,2102717000,4.800375,4.754943,3.762306,43223000000,44457876000,1234876000,3.417136,3.364333,2.183409,139103484000,143109264000,4005780000,10.997281,10.829739,7.0827,3566700000,,,1215900000,,,0,0,1,0
1775,2017Q1,INDIAN OVERSEAS BANK,1426505121000,1567758094000,141252973000,325213857000,350982536000,25768679000,89460392000,91635479000,2175087000,226893193000,246092980000,19199787000,8860272000,13254077000,4393805000,22.797945,22.387544,18.242929,121396511000,138117460000,16720949000,52.900918,53.626251,64.888654,1280059156000,1404586182000,124527026000,188450989000,197498719000,9047730000,14.722053,14.06099,7.265676,73665355000,75673715000,2008360000,5.164044,4.826874,1.421818,398879212000,426656251000,27777039000,27.961989,27.214419,19.664746,48125000,,,14880000,,,0,0,1,0
1776,2017Q1,ORIENTAL BANK OF COMMERCE,1664378600000,1664378600000,0,228592695000,228592695000,0,78313295000,78313295000,0,150279400000,150279400000,0,0,0,0,13.734417,13.734417,,87116500000,87116500000,0,53.516059,53.516059,,1575214700000,1575214700000,0,141476195000,141476195000,0,8.981391,8.981391,,60370000000,60370000000,0,3.62718,3.62718,,288962695000,288962695000,0,17.361596,17.361596,,2654400000,,,567600000,,,0,0,1,0
1777,2017Q1,PUNJAB AND SIND BANK,602630886000,602630886000,0,62975934000,62975934000,0,26285148000,26285148000,0,36615724000,36615724000,0,75062000,75062000,0,10.450167,10.450167,,18829337000,18829337000,0,46.692363,46.692363,,582949510000,582949510000,0,43750772000,43750772000,0,7.505071,7.505071,,14866384000,14866384000,0,2.466914,2.466914,,77842318000,77842318000,0,12.917081,12.917081,,,,,,,,0,0,1,0
1778,2017Q1,PUNJAB NATIONAL BANK,3905900899000,4417513587000,511612688000,531205272000,553704452000,22499180000,141060748000,153900797000,12840049000,375782231000,385433688000,9651457000,14362293000,14369967000,7674000,13.60007,12.534301,4.397698,208831894000,220434912000,11603018000,58.747221,58.568089,52.596093,3685070777000,4184485303000,499414526000,316124850000,327021012000,10896162000,8.578529,7.815083,2.181787,119323224000,119323224000,0,3.054948,2.70114,0,650528496000,673027676000,22499180000,16.655018,15.235441,4.397698,28807575000,,,7051740000,,,0,0,1,0
1779,2017Q1,STATE BANK OF BIKANER AND JAIPUR,687741300000,687741300000,0,106767900000,106767900000,0,36167600000,36167600000,0,68039200000,68039200000,0,2561100000,2561100000,0,15.524428,15.524428,,38465752000,38465752000,0,44.18455,44.18455,,648300200000,648300200000,0,68302148000,68302148000,0,10.535574,10.535574,,21588900000,21588900000,0,3.139102,3.139102,,128356800000,128356800000,0,18.663529,18.663529,,254900000,,,10100000,,,0,0,1,0
1780,2017Q1,STATE BANK OF HYDERABAD,876703043000,876703043000,0,182119446000,182119446000,0,55904366000,55904366000,0,123314734000,123314734000,0,2900346000,2900346000,0,20.773219,20.773219,,80181131000,80181131000,0,52.932989,52.932989,,793755667000,793755667000,0,101938315000,101938315000,0,12.842531,12.842531,,21360206000,21360206000,0,2.436424,2.436424,,203479652000,203479652000,0,23.209644,23.209644,,629400000,,,72600000,,,0,0,1,0
1781,2017Q1,STATE BANK OF INDIA,53642142724000,65091101652000,11448958852000,4221953348000,4493719748000,271766400000,941495996000,972557448000,31061452000,3205944552000,3431180396000,225235844000,74512800000,89981904000,15469104000,31.48236,27.614956,9.494888,2051320144000,2162624704000,111304560000,265.918008,263.170472,210.610284,51355850716000,62693315500000,11337464708000,2170633204000,2330905460000,160272256000,16.906608,14.871796,5.654608,1367015380000,1421531412000,54516032000,10.193592,8.735644,1.904664,5588968728000,5915251160000,326282432000,41.675956,36.350596,11.399548,36353600000,,,-1859200000,,,0,0,1,0
1782,2017Q1,STATE BANK OF MYSORE,386075545000,386075545000,0,99145508000,99145508000,0,31826765000,31826765000,0,61956717000,61956717000,0,5362026000,5362026000,0,25.680339,25.680339,,40902082000,40902082000,0,50.104562,50.104562,,344746263000,344746263000,0,58243426000,58243426000,0,16.894578,16.894578,,8313500000,8313500000,0,2.153335,2.153335,,107459008000,107459008000,0,27.833674,27.833674,,,,,,,,0,0,1,0
1783,2017Q1,STATE BANK OF PATIALA,771004600000,771004600000,0,178473700000,178473700000,0,47008000000,47008000000,0,130220000000,130220000000,0,1245700000,1245700000,0,23.148202,23.148202,,66624900000,66624900000,0,52.778101,52.778101,,700189800000,700189800000,0,108403300000,108403300000,0,15.481988,15.481988,,30203680000,30203680000,0,3.917445,3.917445,,208677380000,208677380000,0,27.065647,27.065647,,2448867000,,,-125590000,,,0,0,1,0
1784,2017Q1,STATE BANK OF TRAVANCORE,525056846000,525056846000,0,88169817000,88169817000,0,20847402000,20847402000,0,64534116000,64534116000,0,2788299000,2788299000,0,16.792433,16.792433,,35518552000,35518552000,0,54.14674,54.14674,,486175736000,486175736000,0,49666494000,49666494000,0,10.215749,10.215749,,8654155000,8654155000,0,1.648232,1.648232,,96823972000,96823972000,0,18.440665,18.440665,,16604000,,,,,,0,0,1,0
1785,2017Q1,SYNDICATE BANK,1713773446000,2070647823000,356874377000,156616850000,176093126000,19476276000,48152527000,48730927000,578400000,107669129000,125875336000,18206207000,795194000,1486863000,691669000,9.138714,8.504253,5.45746,60921640000,70497389000,9575749000,57.014197,56.373695,49.166222,1649394898000,1996693526000,347298628000,94209313000,104109840000,9900527000,5.71175,5.214112,2.850724,42921732000,42921732000,0,2.504516,2.072865,0,199538582000,219014858000,19476276000,11.64323,10.577118,5.45746,1931401000,,,1304063000,,,0,0,1,0
1786,2017Q1,UCO BANK,1129171252000,1316550104000,187378852000,216988100000,225409500000,8421400000,49385100000,50077600000,692500000,159259300000,163855600000,4596300000,8343700000,11476300000,3132600000,19.21658,17.121225,4.494317,98522155000,104526227000,6004072000,61.197865,61.506367,71.295414,1015869752000,1197244532000,181374780000,103686600000,106103928000,2417328000,10.206682,8.862344,1.332781,45646500000,45646500000,0,4.042478,3.46713,0,262634600000,271056000000,8421400000,23.259058,20.588354,4.494317,11234094000,,0,-415613000,,0,0,0,1,0
1787,2017Q1,UNION BANK OF INDIA,2726604000000,3105782500000,379178500000,309276800000,337122800000,27846000000,89993500000,96438300000,6444800000,194831700000,216232900000,21401200000,24451600000,24451600000,0,11.342931,10.854682,7.343771,138968800000,148801700000,9832900000,52.544134,51.413608,37.288808,2701754000000,3079420300000,377666300000,170308000000,188321100000,18013100000,6.303609,6.115472,4.769581,56964500000,56964500000,0,2.089211,1.834143,0,366241300000,394087300000,27846000000,13.432141,12.688825,7.343771,3564700000,,,32800000,,,0,0,1,0
1788,2017Q1,UNITED BANK OF INDIA,705029000000,705029000000,0,109519900000,109519900000,0,16028300000,16028300000,0,91278700000,91278700000,0,2212900000,2212900000,0,15.534099,15.534099,,43214000000,43214000000,0,56.190602,56.190602,,657642400000,657642400000,0,66393800000,66393800000,0,10.09573,10.09573,,55132300000,55132300000,0,7.819863,7.819863,,164652200000,164652200000,0,23.353961,23.353961,,,,,,,,0,0,1,0
1789,2017Q1,VIJAYA BANK,968214493000,968214493000,0,63817737000,63817737000,0,17263865000,17263865000,0,46188010000,46188010000,0,365862000,365862000,0,6.591281,6.591281,,22273330000,22273330000,0,58.154271,58.154271,,945488880000,945488880000,0,41181557000,41181557000,0,4.355583,4.355583,,11153474000,11153474000,0,1.151963,1.151963,,74971211000,74971211000,0,7.743244,7.743244,,,,,,,,0,0,1,0
1790,2017Q1,CAPITAL SMALL FINANCE BANK LIMITED,13695951000,13695951000,0,139856000,139856000,0,77415000,77415000,0,62441000,62441000,0,0,0,0,1.021149,1.021149,,41954000,41954000,0,29.997998,29.997998,,13653997000,13653997000,0,97902000,97902000,0,0.717021,0.717021,,0,0,0,0,0,,139856000,139856000,0,1.021149,1.021149,,,,,,,,0,0,0,1
1791,2017Q1,EQUITAS SMALL FINANCE BANK LIMITED,58033593000,58033593000,0,2064746000,2064746000,0,1097967000,1097967000,0,966779000,966779000,0,0,0,0,3.557846,3.557846,,1015253000,1015253000,0,49.170842,49.170842,,57018340000,57018340000,0,1049493000,1049493000,0,1.840624,1.840624,,0,0,0,0,0,,2064746000,2064746000,0,3.557846,3.557846,,,,,,,,0,0,0,1
1792,2017Q1,ESAF SMALL FINANCE BANK LIMITED,14817244000,14817244000,0,78488000,78488000,0,47925000,47925000,0,30563000,30563000,0,0,0,0,0.529707,0.529707,,42544000,42544000,0,0,0,,14817244000,14817244000,0,78488000,78488000,0,0.529707,0.529707,,0,0,0,0,0,,78488000,78488000,0,0.529707,0.529707,,,,,,,,0,0,0,1
1793,2017Q2,AB BANK LIMITED,673800000,673800000,0,89000000,89000000,0,0,0,0,89000000,89000000,0,0,0,0,13.208667,13.208667,,70000000,70000000,0,100,100,,584800000,584800000,0,0,0,0,0,0,,0,0,0,0,0,,89000000,89000000,0,13.208667,13.208667,,,,,,,,1,0,0,0
1794,2017Q2,ABU DHABI COMMERCIAL BANK PJSC,15559741000,15559741000,0,231075000,231075000,0,0,0,0,230793000,230793000,0,282000,282000,0,1.485083,1.485083,,217554000,217554000,0,94.148653,94.148653,,15342187000,15342187000,0,13521000,13521000,0,0.08813,0.08813,,0,0,0,0,0,,231075000,231075000,0,1.485083,1.485083,,0,,,0,,,1,0,0,0
1795,2017Q2,AMERICAN EXPRESS BANKING CORP.,38607318000,38607318000,0,527063000,527063000,0,477820000,477820000,0,0,0,0,49243000,49243000,0,1.365189,1.365189,,278806000,278806000,0,52.898041,52.898041,,38328512000,38328512000,0,248257000,248257000,0,0.647708,0.647708,,0,0,0,0,0,,527063000,527063000,0,1.365189,1.365189,,,,,,,,1,0,0,0
1796,2017Q2,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,18746114000,18746114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,18746114000,18746114000,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,,,,,,1,0,0,0
1797,2017Q2,"BANK OF AMERICA , NATIONAL ASSOCIATION",132774438000,132774438000,0,1100000000,1100000000,0,0,0,0,1100000000,1100000000,0,0,0,0,0.828473,0.828473,,1100000000,1100000000,0,100,100,,131674438000,131674438000,0,0,0,0,0,0,,0,0,0,0,0,,1100000000,1100000000,0,0.828473,0.828473,,,,,,,,1,0,0,0
1798,2017Q2,BANK OF BAHRAIN & KUWAIT B.S.C.,11455389000,11455389000,0,585739000,585739000,0,889000,889000,0,533495000,533495000,0,51355000,51355000,0,5.113218,5.113218,,585135000,585135000,0,99.897053,99.897053,,10867651000,10867651000,0,603000,603000,0,0.005549,0.005549,,109414000,109414000,0,0.955131,0.955131,,695153000,695153000,0,6.068349,6.068349,,,,,,,,1,0,0,0
1799,2017Q2,BANK OF CEYLON,3003220000,3003220000,0,9960000,9960000,0,0,0,0,0,0,0,9960000,9960000,0,0.331644,0.331644,,9960000,9960000,0,100,100,,2993260000,2993260000,0,0,0,0,0,0,,0,0,0,0,0,,9960000,9960000,0,0.331644,0.331644,,,,,,,,1,0,0,0
1800,2017Q2,BANK OF NOVA SCOTIA,31452783000,31452783000,0,1483736000,1483736000,0,0,0,0,1483736000,1483736000,0,0,0,0,4.717344,4.717344,,1172937000,1172937000,0,79.052945,79.052945,,30279846000,30279846000,0,310799000,310799000,0,1.026422,1.026422,,0,0,0,0,0,,1483736000,1483736000,0,4.717344,4.717344,,,,,,,,1,0,0,0
1801,2017Q2,BARCLAYS BANK PLC,120435116000,120435116000,0,783520000,783520000,0,781961000,781961000,0,0,0,0,1559000,1559000,0,0.650574,0.650574,,548931000,548931000,0,70.05973,70.05973,,119886184000,119886184000,0,234588000,234588000,0,0.195676,0.195676,,0,0,0,0,0,,783520000,783520000,0,0.650574,0.650574,,,,,,,,1,0,0,0
1802,2017Q2,BNP PARIBAS,174268554000,174268554000,0,68987000,68987000,0,0,0,0,0,0,0,68987000,68987000,0,0.039587,0.039587,,68987000,68987000,0,100,100,,174199567000,174199567000,0,0,0,0,0,0,,0,0,0,0,0,,68987000,68987000,0,0.039587,0.039587,,,,,,,,1,0,0,0
1803,2017Q2,CITIBANK N.A,576116164000,576116164000,0,8512901000,8512901000,0,3070597000,3070597000,0,2802887000,2802887000,0,2639417000,2639417000,0,1.477636,1.477636,,5769724000,5769724000,0,85.805557,85.805557,,570336611000,570336611000,0,2743177000,2743177000,0,0.480975,0.480975,,149735000,149735000,0,0.02599,0.02599,,8662636000,8662636000,0,1.503627,1.503627,,181163000,,,0,,,1,0,0,0
1804,2017Q2,COMMONWEALTH BANK OF AUSTRALIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,,,,,,1,0,0,0
1805,2017Q2,COOPERATIEVE RABOBANK U.A.,23445652000,23445652000,0,4428042000,4428042000,0,4243479000,4243479000,0,184563000,184563000,0,0,0,0,18.88641,18.88641,,2915579000,2915579000,0,65.843526,65.843526,,20530073000,20530073000,0,1512463000,1512463000,0,7.367061,7.367061,,0,0,0,0,0,,4428042000,4428042000,0,18.88641,18.88641,,,,,,,,1,0,0,0
1806,2017Q2,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,48360350000,48360350000,0,4721303000,4721303000,0,4686089000,4686089000,0,0,0,0,35214000,35214000,0,9.762756,9.762756,,2808582000,2808582000,0,59.487434,59.487434,,45551768000,45551768000,0,1912721000,1912721000,0,4.199005,4.199005,,0,0,0,0,0,,4721303000,4721303000,0,9.762756,9.762756,,0,,,0,,,1,0,0,0
1807,2017Q2,CREDIT SUISSE AG,9344678000,9344678000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,9344678000,9344678000,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,,,,,,1,0,0,0
1808,2017Q2,"CTBC BANK CO., LTD.",5799083000,5799083000,0,119077000,119077000,0,80959000,80959000,0,38118000,38118000,0,0,0,0,2.053376,2.053376,,31840000,31840000,0,43.706173,43.706173,,5747039000,5747039000,0,67033000,67033000,0,1.166392,1.166392,,0,0,0,0,0,,119077000,119077000,0,2.053376,2.053376,,,,,,,,1,0,0,0
1809,2017Q2,DBS BANK INDIA LTD.,201603829000,201603829000,0,9185014000,9185014000,0,3667140000,3667140000,0,5517874000,5517874000,0,0,0,0,4.555972,4.555972,,4266938000,4266938000,0,52.493562,52.493562,,197278095000,197278095000,0,4918076000,4918076000,0,2.492966,2.492966,,2964471000,2964471000,0,1.470444,1.470444,,12149485000,12149485000,0,6.026416,6.026416,,0,,,0,,,1,0,0,0
1810,2017Q2,DEUTSCHE BANK AG,378408177000,378408177000,0,10667116000,10667116000,0,4083563000,4083563000,0,6209564000,6209564000,0,373989000,373989000,0,2.818944,2.818944,,6849380000,6849380000,0,64.210233,64.210233,,371558797000,371558797000,0,3817736000,3817736000,0,1.027492,1.027492,,0,0,0,0,0,,10667116000,10667116000,0,2.818944,2.818944,,,,,,,,1,0,0,0
1811,2017Q2,DOHA BANK Q.P.S.C,4981900000,4981900000,0,93900000,93900000,0,93900000,93900000,0,0,0,0,0,0,0,1.884823,1.884823,,93900000,93900000,0,100,100,,4888000000,4888000000,0,0,0,0,0,0,,0,0,0,0,0,,93900000,93900000,0,1.884823,1.884823,,,,,,,,1,0,0,0
1812,2017Q2,FIRST ABU DHABI BANK PJSC,2194000,2194000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,2194000,2194000,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,,,,,,,1,0,0,0
1813,2017Q2,FIRSTRAND BANK LTD,3651881000,3651881000,0,244095000,244095000,0,0,0,0,244095000,244095000,0,0,0,0,6.68409,6.68409,,244095000,244095000,0,100,100,,3407786000,3407786000,0,0,0,0,0,0,,0,0,0,0,0,,244095000,244095000,0,6.68409,6.68409,,,,,,,,1,0,0,0
1814,2017Q2,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,452909232000,452909232000,0,9027452000,9027452000,0,4255381000,4255381000,0,3821783000,3821783000,0,950288000,950288000,0,1.993214,1.993214,,6917744000,6917744000,0,76.630083,76.630083,,445991488000,445991488000,0,2109708000,2109708000,0,0.473038,0.473038,,0,0,0,0,0,,9027452000,9027452000,0,1.993214,1.993214,,0,,,0,,,1,0,0,0
1815,2017Q2,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,6766501000,6766501000,0,467428000,467428000,0,0,0,0,467428000,467428000,0,0,0,0,6.907972,6.907972,,467428000,467428000,0,100,100,,6299073000,6299073000,0,0,0,0,0,0,,0,0,0,0,0,,467428000,467428000,0,6.907972,6.907972,,,,,,,,1,0,0,0
